algorithm,K,seed,risk,expected_return
ECMADE-MOO,10,1001,0.0007015886080072096,0.004357059768882938
ECMADE-MOO,10,1001,0.0010015184103026934,0.006214422451467509
ECMADE-MOO,10,1001,0.0008346884001930681,0.005450669154976555
ECMADE-MOO,10,1001,0.0007206292499242977,0.004626824426993644
ECMADE-MOO,10,1001,0.0007400693936996878,0.00480187000018968
ECMADE-MOO,10,1001,0.0010056940917500898,0.00622100000878947
ECMADE-MOO,10,1001,0.0009403193229976815,0.005967666759238637
ECMADE-MOO,10,1001,0.0009296736076699376,0.0059206305179589575
ECMADE-MOO,10,1002,0.0011313637897137436,0.00631547990400777
ECMADE-MOO,10,1002,0.0006794500070193112,0.003432860730279317
ECMADE-MOO,10,1002,0.0010439976749013749,0.0060864642787967
ECMADE-MOO,10,1002,0.0009933502310621636,0.006068372569322871
ECMADE-MOO,10,1002,0.0010893607952627787,0.006260188932384861
ECMADE-MOO,10,1002,0.0011276227720839831,0.00627136060119949
ECMADE-MOO,10,1002,0.0007031636126146523,0.003923539151787256
ECMADE-MOO,10,1002,0.0007043843467821506,0.004095732306388468
ECMADE-MOO,10,1002,0.0006925955763986988,0.0037712793690327555
ECMADE-MOO,10,1002,0.0010824568312066177,0.006227797053453879
ECMADE-MOO,10,1002,0.0009763582151776478,0.0060064926563956084
ECMADE-MOO,10,1002,0.0006854572229981472,0.00360881710125377
ECMADE-MOO,10,1002,0.0007174197645140534,0.004364911288738416
ECMADE-MOO,10,1002,0.0006956914191095658,0.003852255785273821
ECMADE-MOO,10,1002,0.0009841457945380758,0.006037904112252941
ECMADE-MOO,10,1002,0.000689958391956686,0.003661423064570757
ECMADE-MOO,10,1002,0.0007100149185888056,0.004268389806184933
ECMADE-MOO,10,1002,0.0007095089270937663,0.004180126628310626
ECMADE-MOO,10,1002,0.0010707100513411292,0.006209592933300979
ECMADE-MOO,10,1002,0.0007488243602212076,0.004798195024239617
ECMADE-MOO,10,1002,0.0008570227761070049,0.005491954185577852
ECMADE-MOO,10,1002,0.0008632587365279876,0.005534588785453316
ECMADE-MOO,10,1002,0.0007209301847778354,0.004424306342211595
ECMADE-MOO,10,1002,0.0009039063499008802,0.005720245672208351
ECMADE-MOO,10,1002,0.0009477850921466034,0.005901406985527694
ECMADE-MOO,10,1002,0.0006853168037014762,0.003512258085865772
ECMADE-MOO,10,1002,0.0009134752927963665,0.005757609047117116
ECMADE-MOO,10,1002,0.0009368428502233273,0.005859177493539979
ECMADE-MOO,10,1002,0.000744637553660416,0.004757675512550012
ECMADE-MOO,10,1002,0.0007359315826126745,0.00469092724681942
ECMADE-MOO,10,1002,0.0007542388846647579,0.004835777048261798
ECMADE-MOO,10,1002,0.0007414416087678823,0.004720377317462827
ECMADE-MOO,10,1002,0.001065148051451198,0.006198775422937021
ECMADE-MOO,10,1002,0.0006966240926210678,0.0039015141587644855
ECMADE-MOO,10,1002,0.0007295747230830942,0.004564111108359812
ECMADE-MOO,10,1002,0.0008718537652059132,0.005571069916354705
ECMADE-MOO,10,1002,0.0008268518948001112,0.005333704814504297
ECMADE-MOO,10,1002,0.0008474160358143044,0.005458255680751116
ECMADE-MOO,10,1002,0.0009549219654106092,0.005931880525330992
ECMADE-MOO,10,1002,0.0009675877502246653,0.005983489365428408
ECMADE-MOO,10,1002,0.0007326846138444693,0.004651732905696834
ECMADE-MOO,10,1002,0.0007281797878250344,0.0045093131881899515
ECMADE-MOO,10,1002,0.0009438646589734645,0.005871432246165367
ECMADE-MOO,10,1002,0.00078673049956637,0.005089219062617259
ECMADE-MOO,10,1002,0.0008406031117733714,0.005421243246368644
ECMADE-MOO,10,1002,0.0008211437377052832,0.005317793586008588
ECMADE-MOO,10,1002,0.0007301825139532688,0.004615362405494218
ECMADE-MOO,10,1002,0.0010579929975726835,0.006171159132974706
ECMADE-MOO,10,1002,0.0007989449662944702,0.005179529156687682
ECMADE-MOO,10,1002,0.0008968900832364298,0.00568880670520554
ECMADE-MOO,10,1002,0.0007788893644106509,0.005044093296461688
ECMADE-MOO,10,1002,0.0009302489199026645,0.005829868014913819
ECMADE-MOO,10,1002,0.0008837349547800536,0.005632341094805672
ECMADE-MOO,10,1002,0.0009606322669892535,0.005934677123253438
ECMADE-MOO,10,1002,0.0007905834499431709,0.0051252124579304155
ECMADE-MOO,10,1002,0.0010467962281029745,0.006112842345405385
ECMADE-MOO,10,1002,0.0007573333178012674,0.004866524449656707
ECMADE-MOO,10,1002,0.0010528731062129687,0.006128468775956051
ECMADE-MOO,10,1002,0.0008351386872458396,0.005395604247169145
ECMADE-MOO,10,1002,0.0008040226526583147,0.005214365370608288
ECMADE-MOO,10,1002,0.0007853882822571505,0.005047730154364775
ECMADE-MOO,10,1002,0.0007112482997311683,0.004326518606696575
ECMADE-MOO,10,1002,0.000964842115057755,0.005967712783976099
ECMADE-MOO,10,1002,0.0007645313131329079,0.0049028898583326165
ECMADE-MOO,10,1002,0.000774624401249341,0.004982059786035258
ECMADE-MOO,10,1002,0.0009168161564124653,0.005767877559295456
ECMADE-MOO,10,1002,0.0008152466305309997,0.005276419773621769
ECMADE-MOO,10,1002,0.0007758986730998934,0.005008186009704805
ECMADE-MOO,10,1002,0.000992619146704767,0.006058114812387613
ECMADE-MOO,10,1002,0.000770955879649519,0.004948682896437904
ECMADE-MOO,10,1002,0.0007680152257711082,0.004936938517405187
ECMADE-MOO,10,1002,0.0009221896127764884,0.005792195234537826
ECMADE-MOO,10,1002,0.0006820059456350774,0.003455576561938632
ECMADE-MOO,10,1002,0.0007236757319852691,0.004457345376026607
ECMADE-MOO,10,1002,0.0008590279711651747,0.005518748435364316
ECMADE-MOO,10,1002,0.0007630388208159769,0.0048774373796048355
ECMADE-MOO,10,1002,0.0006896350627955401,0.003644279967657094
ECMADE-MOO,10,1002,0.0008909843378247613,0.005653686782342853
ECMADE-MOO,10,1002,0.000880923042199418,0.005618410210269129
ECMADE-MOO,10,1002,0.0008168793219782353,0.005289712516224927
ECMADE-MOO,10,1002,0.0008305883991709782,0.005375223596039908
ECMADE-MOO,10,1002,0.0008766487172053708,0.005596870595095581
ECMADE-MOO,10,1002,0.0006830117464107863,0.003493715456909948
ECMADE-MOO,10,1002,0.0009019928323038627,0.0056991119287639275
ECMADE-MOO,10,1002,0.0010544481850320209,0.006160602499203009
ECMADE-MOO,10,1002,0.0008915818599382766,0.00566326907891135
ECMADE-MOO,10,1002,0.000810063662289157,0.005243946817879468
ECMADE-MOO,10,1002,0.0011289310072850282,0.006292068801129286
ECMADE-MOO,10,1002,0.0007102229697898032,0.004317209518200628
ECMADE-MOO,10,1002,0.0009275720784413672,0.005818279164321114
ECMADE-MOO,10,1003,0.0006789851791343316,0.0033300535864662344
ECMADE-MOO,10,1003,0.0012148879226218981,0.0064543974990263365
ECMADE-MOO,10,1003,0.0007083589098543675,0.004315759800940358
ECMADE-MOO,10,1003,0.0007079245949013373,0.004121829879232518
ECMADE-MOO,10,1003,0.0011516665547216683,0.006339359285962225
ECMADE-MOO,10,1003,0.0006953490612622177,0.0038284886148613256
ECMADE-MOO,10,1003,0.0009000759826413417,0.005705643572821244
ECMADE-MOO,10,1003,0.0011198682394303078,0.006333458986467204
ECMADE-MOO,10,1003,0.0006942387417273447,0.0036684549620459093
ECMADE-MOO,10,1003,0.0006855690783681558,0.003492892370709903
ECMADE-MOO,10,1003,0.0011862157867919484,0.006399923138841643
ECMADE-MOO,10,1003,0.000706525296938836,0.004052998029447952
ECMADE-MOO,10,1003,0.0006864391855660362,0.0035937875946557897
ECMADE-MOO,10,1003,0.0008880377580963016,0.005639502672693626
ECMADE-MOO,10,1003,0.000751236858097476,0.004809937246915344
ECMADE-MOO,10,1003,0.0006817093033379459,0.0034194067411496307
ECMADE-MOO,10,1003,0.00103894079276346,0.006168418025684819
ECMADE-MOO,10,1003,0.0007011962418096732,0.0038717043434338067
ECMADE-MOO,10,1003,0.0007611639815793972,0.004861625224660025
ECMADE-MOO,10,1003,0.0011721350401241739,0.006374890875738868
ECMADE-MOO,10,1003,0.0009888625083546263,0.006061095715091146
ECMADE-MOO,10,1003,0.0009804095167736517,0.0060317224709532675
ECMADE-MOO,10,1003,0.0007858333077332293,0.00507613597014348
ECMADE-MOO,10,1003,0.0008619711881524816,0.0055149572243576835
ECMADE-MOO,10,1003,0.0009720437300054291,0.006002142825325142
ECMADE-MOO,10,1003,0.0008312303161916466,0.005365311863868051
ECMADE-MOO,10,1003,0.0008361190461512473,0.005407783370359609
ECMADE-MOO,10,1003,0.000716229949123768,0.004354896930981638
ECMADE-MOO,10,1003,0.0009502984836146375,0.005915041262914806
ECMADE-MOO,10,1003,0.0009608649090588624,0.0059406802894263235
ECMADE-MOO,10,1003,0.0010001289408456053,0.006074808969257389
ECMADE-MOO,10,1003,0.0007989384857448445,0.005186860971395476
ECMADE-MOO,10,1003,0.0007907672421631712,0.005125221506461627
ECMADE-MOO,10,1003,0.0010307726093414485,0.006135983381265
ECMADE-MOO,10,1003,0.001201276320263382,0.00642472045803491
ECMADE-MOO,10,1003,0.0007471963198523792,0.004762412187510629
ECMADE-MOO,10,1003,0.0010963758546394381,0.006284964861622485
ECMADE-MOO,10,1003,0.000821634074084276,0.005313721819035185
ECMADE-MOO,10,1003,0.001025195012977132,0.006115818062456032
ECMADE-MOO,10,1003,0.0008069918998289639,0.005224481680598169
ECMADE-MOO,10,1003,0.0009641149723345816,0.005977378116804499
ECMADE-MOO,10,1003,0.0007393504575424164,0.004683821208039752
ECMADE-MOO,10,1003,0.0007635796025616082,0.0048998742291081416
ECMADE-MOO,10,1003,0.0010137453798942963,0.006107453394746156
ECMADE-MOO,10,1003,0.0008721084825400829,0.005567462365448096
ECMADE-MOO,10,1003,0.0007414842463516179,0.004737910084326019
ECMADE-MOO,10,1003,0.0007056494483186166,0.003947962228983585
ECMADE-MOO,10,1003,0.0007182692473693849,0.00440288680029134
ECMADE-MOO,10,1003,0.0009086757705839111,0.0057440841066764645
ECMADE-MOO,10,1003,0.0006908142796112464,0.003648115152994189
ECMADE-MOO,10,1003,0.0010623333464533057,0.006203165242780942
ECMADE-MOO,10,1003,0.0009186952170930972,0.005788719034655251
ECMADE-MOO,10,1003,0.0007363059232752516,0.004641482625484297
ECMADE-MOO,10,1003,0.000924166549780002,0.005805769582332925
ECMADE-MOO,10,1003,0.0010717454538986526,0.006218655906911681
ECMADE-MOO,10,1003,0.001198927319868476,0.00641784794701092
ECMADE-MOO,10,1003,0.001007948993754858,0.006091461691360624
ECMADE-MOO,10,1003,0.0008522536374432271,0.005482318405306913
ECMADE-MOO,10,1003,0.0007306226526606964,0.004617525739289109
ECMADE-MOO,10,1003,0.00079587181748716,0.0051527925308173595
ECMADE-MOO,10,1003,0.0008270144904156396,0.005313829942905436
ECMADE-MOO,10,1003,0.0010875278500617409,0.00626549699118751
ECMADE-MOO,10,1003,0.0007237995793131827,0.0044343835448697215
ECMADE-MOO,10,1003,0.0006813976387843639,0.00334369083513884
ECMADE-MOO,10,1003,0.0007681191501178058,0.004946599361643665
ECMADE-MOO,10,1003,0.001076085233329229,0.006237626354539812
ECMADE-MOO,10,1003,0.0009119163263724588,0.005759459749635251
ECMADE-MOO,10,1003,0.0011582569933640185,0.006357991536354833
ECMADE-MOO,10,1003,0.0007051329098789514,0.003937293541402646
ECMADE-MOO,10,1003,0.000940181663056308,0.005872914810689562
ECMADE-MOO,10,1003,0.0011635729924575782,0.006372581051817821
ECMADE-MOO,10,1003,0.0008133501274023795,0.005264862709856306
ECMADE-MOO,10,1003,0.0007288309871026844,0.004575506213552797
ECMADE-MOO,10,1003,0.0011189286161487266,0.006321696416844586
ECMADE-MOO,10,1003,0.0010532517839193698,0.00617163552827512
ECMADE-MOO,10,1003,0.001082967776104804,0.006256541742391368
ECMADE-MOO,10,1003,0.0008449533658832594,0.005441809624661577
ECMADE-MOO,10,1003,0.0009327583946287276,0.005843628488925357
ECMADE-MOO,10,1003,0.000774625478977581,0.004992792052685174
ECMADE-MOO,10,1003,0.0011084331925461659,0.006304617676196295
ECMADE-MOO,10,1003,0.0009315718849245016,0.005829080084047469
ECMADE-MOO,10,1003,0.000726979179271633,0.004457767974828461
ECMADE-MOO,10,1003,0.0008440695638811599,0.0054356108328430085
ECMADE-MOO,10,1003,0.0007275605471282482,0.0044997314648157725
ECMADE-MOO,10,1003,0.001057268792130257,0.006183511049090198
ECMADE-MOO,10,1003,0.0007276548876407984,0.004538710405489667
ECMADE-MOO,10,1003,0.0008721236792981348,0.005580649107577942
ECMADE-MOO,10,1003,0.0008803464790365574,0.005601970324605004
ECMADE-MOO,10,1003,0.0008129537935079716,0.005232618665433213
ECMADE-MOO,10,1003,0.0011056654549204106,0.006288559000514273
ECMADE-MOO,10,1004,0.0006786541541400662,0.003375842656352706
ECMADE-MOO,10,1004,0.0011512519551871866,0.006392544233977467
ECMADE-MOO,10,1004,0.0011100174791623346,0.006383577070469642
ECMADE-MOO,10,1004,0.0008029215390596809,0.005222319069552727
ECMADE-MOO,10,1004,0.0008134624869812626,0.005293974347817047
ECMADE-MOO,10,1004,0.0011319609147733736,0.006383877301438185
ECMADE-MOO,10,1004,0.0007321186660874999,0.004596679042552355
ECMADE-MOO,10,1004,0.0007654100990489385,0.004912026940219816
ECMADE-MOO,10,1004,0.0007587632813446483,0.004837424595092078
ECMADE-MOO,10,1004,0.000731027771032529,0.004484037057650197
ECMADE-MOO,10,1004,0.0007095043356145949,0.004199668388065065
ECMADE-MOO,10,1004,0.0008500219971155854,0.00548342327625689
ECMADE-MOO,10,1004,0.0007161357905689353,0.004363043106042802
ECMADE-MOO,10,1004,0.0007759090234380206,0.004998566857554335
ECMADE-MOO,10,1004,0.0009338253343872219,0.005857594771245043
ECMADE-MOO,10,1004,0.0007214282649759219,0.004420752044009313
ECMADE-MOO,10,1004,0.000690414062267388,0.0035394032337876104
ECMADE-MOO,10,1004,0.0009111762200393362,0.00577870292168934
ECMADE-MOO,10,1004,0.0008587488113999523,0.005522494955240462
ECMADE-MOO,10,1004,0.0006885580013751484,0.0034831242238663
ECMADE-MOO,10,1004,0.001030081914602067,0.006199196365079276
ECMADE-MOO,10,1004,0.0010469832962055887,0.0062452150933007666
ECMADE-MOO,10,1004,0.0007966474099572345,0.00518484692260734
ECMADE-MOO,10,1004,0.0007353414073585483,0.004639508013570261
ECMADE-MOO,10,1004,0.0008442986109304957,0.005445054550748862
ECMADE-MOO,10,1004,0.0007850793626121036,0.005057805024573682
ECMADE-MOO,10,1004,0.0006962604436026787,0.0037304957664208702
ECMADE-MOO,10,1004,0.0006911575595847774,0.003619013336740665
ECMADE-MOO,10,1004,0.0006942107475739666,0.0036601822580534255
ECMADE-MOO,10,1004,0.0007086647782414699,0.004112710354275431
ECMADE-MOO,10,1004,0.0009251508315972443,0.005840708531851429
ECMADE-MOO,10,1004,0.0008750120846933939,0.005598655398505134
ECMADE-MOO,10,1004,0.0008266095573447547,0.005348579536608779
ECMADE-MOO,10,1004,0.0009383229489418033,0.005912211515314024
ECMADE-MOO,10,1004,0.0008376290776303973,0.005413424861176111
ECMADE-MOO,10,1004,0.0008214474348376679,0.005312397989822168
ECMADE-MOO,10,1004,0.0007436078092648696,0.00475107594052285
ECMADE-MOO,10,1004,0.000950906657883144,0.005960243848908653
ECMADE-MOO,10,1004,0.0007107212941982656,0.004275337546471712
ECMADE-MOO,10,1004,0.0008320153914315304,0.005384339438005938
ECMADE-MOO,10,1004,0.001071396639899358,0.0062657058625413264
ECMADE-MOO,10,1004,0.0010856732846045182,0.006303844714925419
ECMADE-MOO,10,1004,0.0007020382004613351,0.003902950904624464
ECMADE-MOO,10,1004,0.0006872500957056224,0.003408429358328343
ECMADE-MOO,10,1004,0.001078076303090758,0.006294700247312773
ECMADE-MOO,10,1004,0.0010202411716824194,0.006190903386915986
ECMADE-MOO,10,1004,0.0009443930893297894,0.005929520675871462
ECMADE-MOO,10,1004,0.0007067545353921797,0.004004587743302632
ECMADE-MOO,10,1004,0.0007273972341665452,0.004446582402297844
ECMADE-MOO,10,1004,0.0007519668856706689,0.004816595444251359
